week_day,hour,month,branch,day,patron_total,PRCP,SNOW,SNWD
3,15,1,1,27,86,0.05,0.9,0.9
3,17,1,1,27,85,0.05,0.9,0.9
3,18,1,1,27,84,0.05,0.9,0.9
3,20,1,1,27,85,0.05,0.9,0.9
3,10,1,4,27,7,0.05,0.9,0.9
3,11,1,4,27,5,0.05,0.9,0.9
3,12,1,4,27,10,0.05,0.9,0.9
3,14,1,4,27,8,0.05,0.9,0.9
3,15,1,4,27,8,0.05,0.9,0.9
3,10,1,6,27,15,0.05,0.9,0.9
3,11,1,6,27,13,0.05,0.9,0.9
3,12,1,6,27,14,0.05,0.9,0.9
3,13,1,6,27,16,0.05,0.9,0.9
3,14,1,6,27,15,0.05,0.9,0.9
3,15,1,6,27,15,0.05,0.9,0.9
3,16,1,6,27,15,0.05,0.9,0.9
3,18,1,6,27,13,0.05,0.9,0.9
3,10,1,3,27,63,0.05,0.9,0.9
3,11,1,3,27,61,0.05,0.9,0.9
3,13,1,3,27,61,0.05,0.9,0.9
3,14,1,3,27,62,0.05,0.9,0.9
3,15,1,3,27,61,0.05,0.9,0.9
3,16,1,3,27,62,0.05,0.9,0.9
3,17,1,3,27,60,0.05,0.9,0.9
3,11,1,5,27,4,0.05,0.9,0.9
3,13,1,5,27,4,0.05,0.9,0.9
3,14,1,5,27,4,0.05,0.9,0.9
3,11,1,7,27,13,0.05,0.9,0.9
3,12,1,7,27,12,0.05,0.9,0.9
3,14,1,7,27,12,0.05,0.9,0.9
3,15,1,7,27,12,0.05,0.9,0.9
4,10,1,0,28,13,0,0,0.5
4,11,1,0,28,10,0,0,0.5
4,12,1,0,28,7,0,0,0.5
4,13,1,0,28,11,0,0,0.5
4,14,1,0,28,10,0,0,0.5
4,15,1,0,28,12,0,0,0.5
4,16,1,0,28,15,0,0,0.5
4,17,1,0,28,9,0,0,0.5
4,18,1,0,28,9,0,0,0.5
4,10,1,2,28,26,0,0,0.5
4,11,1,2,28,23,0,0,0.5
4,12,1,2,28,24,0,0,0.5
4,14,1,2,28,26,0,0,0.5
4,15,1,2,28,25,0,0,0.5
4,10,1,5,28,8,0,0,0.5
4,12,1,5,28,7,0,0,0.5
4,13,1,5,28,7,0,0,0.5
4,15,1,5,28,7,0,0,0.5
4,16,1,5,28,7,0,0,0.5
4,10,1,1,28,82,0,0,0.5
4,11,1,1,28,84,0,0,0.5
4,12,1,1,28,83,0,0,0.5
4,13,1,1,28,88,0,0,0.5
4,14,1,1,28,84,0,0,0.5
4,15,1,1,28,82,0,0,0.5
4,16,1,1,28,84,0,0,0.5
4,17,1,1,28,81,0,0,0.5
4,10,1,4,28,15,0,0,0.5
4,11,1,4,28,6,0,0,0.5
4,12,1,4,28,7,0,0,0.5
4,13,1,4,28,10,0,0,0.5
4,14,1,4,28,9,0,0,0.5
4,15,1,4,28,10,0,0,0.5
4,10,1,6,28,23,0,0,0.5
4,12,1,6,28,17,0,0,0.5
4,13,1,6,28,23,0,0,0.5
4,14,1,6,28,16,0,0,0.5
4,15,1,6,28,19,0,0,0.5
4,16,1,6,28,19,0,0,0.5
4,10,1,3,28,70,0,0,0.5
4,11,1,3,28,64,0,0,0.5
4,12,1,3,28,65,0,0,0.5
4,13,1,3,28,66,0,0,0.5
4,14,1,3,28,64,0,0,0.5
4,16,1,3,28,69,0,0,0.5
4,17,1,3,28,66,0,0,0.5
4,18,1,3,28,64,0,0,0.5
4,10,1,7,28,14,0,0,0.5
4,12,1,7,28,15,0,0,0.5
4,13,1,7,28,15,0,0,0.5
4,14,1,7,28,14,0,0,0.5
5,10,1,0,29,20,0,0,0
5,11,1,0,29,17,0,0,0
5,12,1,0,29,13,0,0,0
5,13,1,0,29,15,0,0,0
5,14,1,0,29,16,0,0,0
5,15,1,0,29,17,0,0,0
5,16,1,0,29,18,0,0,0
5,17,1,0,29,16,0,0,0
5,18,1,0,29,13,0,0,0
5,10,1,2,29,41,0,0,0
5,11,1,2,29,38,0,0,0
5,12,1,2,29,36,0,0,0
5,13,1,2,29,39,0,0,0
5,14,1,2,29,34,0,0,0
5,15,1,2,29,37,0,0,0
5,10,1,5,29,10,0,0,0
5,12,1,5,29,8,0,0,0
5,13,1,5,29,12,0,0,0
5,10,1,1,29,94,0,0,0
5,11,1,1,29,90,0,0,0
5,12,1,1,29,92,0,0,0
5,13,1,1,29,92,0,0,0
5,14,1,1,29,90,0,0,0
5,15,1,1,29,92,0,0,0
5,16,1,1,29,96,0,0,0
5,10,1,4,29,10,0,0,0
5,11,1,4,29,7,0,0,0
5,12,1,4,29,10,0,0,0
5,13,1,4,29,10,0,0,0
5,14,1,4,29,10,0,0,0
5,15,1,4,29,8,0,0,0
5,10,1,6,29,22,0,0,0
5,12,1,6,29,21,0,0,0
5,13,1,6,29,20,0,0,0
5,14,1,6,29,21,0,0,0
5,15,1,6,29,20,0,0,0
5,16,1,6,29,19,0,0,0
5,17,1,6,29,18,0,0,0
5,10,1,3,29,87,0,0,0
5,12,1,3,29,85,0,0,0
5,13,1,3,29,84,0,0,0
5,14,1,3,29,87,0,0,0
5,15,1,3,29,85,0,0,0
5,16,1,3,29,86,0,0,0
5,17,1,3,29,85,0,0,0
5,18,1,3,29,84,0,0,0
5,12,1,7,29,22,0,0,0
5,13,1,7,29,23,0,0,0
5,14,1,7,29,24,0,0,0
6,10,1,0,30,11,0,0,0
6,11,1,0,30,10,0,0,0
6,12,1,0,30,10,0,0,0
6,13,1,0,30,11,0,0,0
6,14,1,0,30,12,0,0,0
6,15,1,0,30,14,0,0,0
6,10,1,2,30,28,0,0,0
6,11,1,2,30,24,0,0,0
6,12,1,2,30,26,0,0,0
6,13,1,2,30,24,0,0,0
6,14,1,2,30,23,0,0,0
6,15,1,2,30,24,0,0,0
6,10,1,1,30,73,0,0,0
6,11,1,1,30,71,0,0,0
6,12,1,1,30,77,0,0,0
6,13,1,1,30,80,0,0,0
6,14,1,1,30,71,0,0,0
6,15,1,1,30,74,0,0,0
6,16,1,1,30,74,0,0,0
6,17,1,1,30,71,0,0,0
6,10,1,6,30,10,0,0,0
6,11,1,6,30,10,0,0,0
6,12,1,6,30,9,0,0,0
6,13,1,6,30,9,0,0,0
6,14,1,6,30,9,0,0,0
6,15,1,6,30,9,0,0,0
6,10,1,3,30,63,0,0,0
6,12,1,3,30,62,0,0,0
6,13,1,3,30,60,0,0,0
6,14,1,3,30,60,0,0,0
